contract_id,vendor_id,item_id,contract_price,lead_time_days
89,9,553,1015.0,10
90,9,521,1175.0,5
91,9,192,1433.0,5
92,10,591,58.56,58
93,10,293,36.06,42
94,10,227,23.09,39
95,10,404,1646.96,52
96,10,232,42.62,43
97,10,578,20.91,31
98,10,205,30.42,51
99,10,242,32.58,38
100,10,196,37.05,41
101,10,593,29.26,53
102,10,391,15.71,50
103,10,528,1275.68,34
104,10,211,24.16,43
105,10,287,49.31,46
106,10,59,39.73,35
107,11,304,1143.0,4
108,11,249,3282.0,3
109,11,232,3623.0,4
110,11,192,1433.0,5
111,11,551,1528.0,9
112,11,210,4906.0,4
113,11,255,2763.0,8
114,11,82,2055.0,4
115,11,370,1225.0,6
116,11,15,1541.0,3
117,11,444,4321.0,4
118,11,359,202.0,8
119,11,89,2126.0,3
120,11,43,2880.0,6
121,11,226,2825.0,3
122,11,510,4860.0,6
123,11,413,4355.0,7
124,11,455,3900.0,4
125,11,23,3096.0,8
126,12,243,1.54,33
127,12,9,12.76,38
128,12,360,1252.56,47
129,12,12,1195.14,43
130,12,47,670.56,38
131,12,206,19.73,60
132,12,469,12.95,43
133,12,151,26.59,59
134,12,159,5.34,59
135,12,113,773.14,40
136,12,480,32.66,37
137,12,560,5.2,48
138,12,179,55.18,34
139,12,535,27.95,41
140,12,237,31.59,42
141,12,275,43.78,59
142,12,450,11.88,38
143,13,462,46.76,30
144,13,48,2.05,56
145,13,185,49.38,44
146,13,446,46.04,37
147,13,176,50.67,32
148,13,115,185.31,54
149,13,400,8.19,35
150,13,232,42.62,36
151,13,111,16.49,48
152,13,488,191.0,45
153,13,410,7.71,54
154,13,70,28.38,31
155,13,305,887.62,52
156,14,421,343.06,51
157,14,370,14.41,42
158,14,178,55.62,56
159,14,8,14.09,34
160,14,48,2.05,50
161,14,391,15.71,46
162,14,383,943.55,54
163,14,49,497.36,57
164,14,238,58.48,34
165,14,438,15.64,55
166,15,70,2412.0,5
167,15,494,3471.0,3
168,15,312,4537.0,3
169,15,244,4522.0,10
170,15,205,2586.0,8
171,15,311,3102.0,10
172,15,192,1433.0,8
173,15,469,1101.0,5
174,15,509,2248.0,6
175,16,156,2815.0,3
176,16,339,894.0,7
177,16,137,2397.0,3
178,16,295,1051.0,9
179,16,106,3273.0,3
180,16,500,3317.0,8
181,16,353,2193.0,8
182,16,35,1686.0,4
183,16,246,1626.0,7
184,16,209,4594.0,4
185,16,470,1089.0,6
186,16,549,923.0,5
187,16,281,287.0,4
188,16,286,3848.0,6
189,16,511,3023.0,6
190,16,313,4362.0,3
191,16,94,2252.0,7
192,16,269,416.0,3
193,16,292,4369.0,3
194,16,344,939.0,8
195,17,79,18.75,34
196,17,407,10.73,36
197,17,198,11.56,42
198,17,151,26.59,37
199,17,530,35.06,57
200,17,185,49.38,45
201,17,242,32.58,44
202,17,497,1467.48,35
203,17,244,53.2,43
204,17,489,5.76,58
205,17,354,7.62,57
206,18,28,4343.0,8
207,18,413,4355.0,7
208,18,205,2586.0,4
209,18,324,3468.0,5
210,18,441,2400.0,6
211,18,450,1010.0,5
212,18,578,1777.0,7
213,18,273,2350.0,10
214,18,23,3096.0,8
215,18,469,1101.0,3
216,18,582,3570.0,7
217,18,194,1927.0,4
218,18,524,2944.0,6
219,18,442,596.0,7
220,18,285,1054.0,8
221,18,577,4973.0,8
222,18,570,4546.0,4
223,18,175,1828.0,9
224,18,471,577.0,5
225,19,462,46.76,41
226,19,488,191.0,40
227,19,77,827.84,36
228,19,360,1252.56,30
229,19,570,53.48,44
230,19,303,1706.55,57
231,19,419,20.59,31
232,19,42,57.29,58
233,20,391,1335.0,10
234,20,255,2763.0,8
235,20,217,3256.0,10
236,20,50,2622.0,7
237,20,43,2880.0,5
238,21,410,655.0,7
239,21,210,4906.0,4
240,21,582,3570.0,5
241,21,392,3698.0,6
242,21,481,1479.0,8
243,21,317,4777.0,10
244,21,126,526.0,5
245,21,153,2442.0,3
246,21,340,3650.0,7
247,21,550,1822.0,9
248,21,409,1924.0,6
249,21,175,1828.0,8
250,21,255,2763.0,6
251,22,237,2685.0,7
252,22,513,3697.0,6
253,22,396,4173.0,3
254,22,29,4730.0,6
255,22,127,4315.0,7
256,22,48,174.0,9
257,22,371,4754.0,7
258,22,249,3282.0,9
259,22,211,2054.0,9
260,22,499,4784.0,9
261,22,84,4212.0,6
262,22,165,1325.0,7
263,22,25,1892.0,9
264,22,304,1143.0,9
265,22,28,4343.0,5
266,22,450,1010.0,7
267,22,102,2817.0,6
268,23,97,3735.0,7
269,23,183,2510.0,5
270,23,430,1069.0,6
271,23,281,287.0,10
272,23,423,2500.0,5
273,23,295,1051.0,8
274,23,405,3897.0,7
275,24,498,4868.0,7
276,24,367,123.0,6
277,24,200,2361.0,9
278,24,131,3885.0,7
279,24,451,1927.0,9
280,25,540,2111.0,3
281,25,326,4803.0,6
282,25,274,4455.0,3
283,25,72,4837.0,9
284,25,554,588.0,9
285,25,501,860.0,8
286,26,392,3698.0,4
287,26,433,4231.0,3
288,26,483,3170.0,3
289,26,300,3749.0,5
290,26,556,4496.0,7
291,26,264,2345.0,5
292,26,23,3096.0,10
293,26,308,1192.0,7
294,27,222,2718.0,5
295,27,490,3806.0,8
296,27,285,1054.0,10
297,27,117,322.0,4
298,27,366,1331.0,3
299,27,175,1828.0,7
300,27,308,1192.0,4
301,27,236,3063.0,4
302,27,102,2817.0,6
303,27,444,4321.0,5
304,27,147,1369.0,3
305,27,110,4946.0,9
306,27,481,1479.0,4
307,27,123,788.0,10
308,28,489,490.0,8
309,28,13,1719.0,3
310,28,179,4690.0,6
311,28,170,1441.0,8
312,28,560,442.0,7
313,28,239,1092.0,7
314,28,541,2560.0,8
315,28,165,1325.0,8
316,28,568,1295.0,8
317,28,287,4191.0,10
318,29,89,2126.0,5
319,29,352,1644.0,10
320,29,374,263.0,3
321,29,574,4977.0,3
322,29,102,2817.0,6
323,29,196,3149.0,10
324,29,179,4690.0,9
325,29,530,2980.0,9
326,29,446,3913.0,10
327,29,217,3256.0,5
328,29,141,2660.0,9
329,29,80,2462.0,10
330,30,55,988.0,8
331,30,85,2420.0,7
332,30,72,4837.0,3
333,30,248,4971.0,5
334,30,529,1681.0,10
335,30,274,4455.0,7
336,30,27,362.0,6
337,30,96,1750.0,8
338,30,231,4164.0,6
339,31,68,4293.0,8
340,31,378,2467.0,5
341,31,289,4338.0,5
342,31,478,4714.0,5
343,31,361,3388.0,7
344,31,430,1069.0,5
345,31,281,287.0,6
346,31,248,4971.0,6
347,31,199,236.0,7
348,31,133,1154.0,3
349,31,148,614.0,5
350,31,482,4142.0,7
351,31,452,3812.0,4
352,31,288,3886.0,4
353,31,37,1179.0,7
354,31,142,3963.0,10
355,31,540,2111.0,7
356,31,94,2252.0,9
357,32,409,22.64,57
358,32,579,25.67,55
359,32,357,6.71,50
360,32,77,827.84,46
361,32,201,55.82,39
362,32,185,49.38,44
363,32,159,5.34,35
364,32,489,5.76,49
365,32,471,6.79,37
366,33,79,18.75,51
367,33,75,612.39,43
368,33,318,46.06,45
369,33,345,44.76,31
370,33,314,127.69,47
371,33,259,51.89,55
372,33,232,42.62,33
373,33,185,49.38,47
374,33,551,17.98,52
375,33,87,9.29,52
376,33,42,57.29,47
377,33,240,18.38,31
378,33,129,8.78,41
379,33,272,1453.52,45
380,33,170,16.95,43
381,33,416,52.08,40
382,33,600,327.66,50
383,33,197,53.62,46
384,33,38,1384.38,44
385,33,456,36.67,52
386,34,541,2560.0,9
387,34,558,3183.0,4
388,34,175,1828.0,5
389,34,240,1562.0,7
390,34,319,647.0,10
391,34,450,1010.0,3
392,34,242,2769.0,3
393,34,493,4911.0,6
394,34,287,4191.0,7
395,34,357,570.0,4
396,34,42,4870.0,10
397,34,54,4745.0,8
398,35,273,2350.0,9
399,35,87,790.0,6
400,35,562,3011.0,4
401,35,446,3913.0,8
402,35,227,1963.0,9
403,35,377,553.0,10
404,36,306,4.71,51
405,36,38,1384.38,57
406,36,203,56.14,57
407,36,455,45.88,33
408,36,196,37.05,30
409,36,493,57.78,34
410,36,538,1.62,45
411,36,524,34.64,46
412,36,393,17.41,50
413,36,568,15.24,53
414,36,345,44.76,53
415,37,165,1325.0,5
416,37,597,1287.0,5
417,37,293,3065.0,9
418,37,175,1828.0,3
419,37,141,2660.0,5
420,37,291,4925.0,4
421,37,391,1335.0,10
422,37,242,2769.0,10
423,38,111,1402.0,10
424,38,129,746.0,8
425,38,392,3698.0,4
426,38,572,885.0,6
427,38,481,1479.0,9
428,38,287,4191.0,3
429,38,62,2786.0,3
430,38,317,4777.0,5
431,38,395,4599.0,10
432,38,300,3749.0,8
433,38,598,1413.0,6
434,38,205,2586.0,8
435,38,319,647.0,5
436,38,102,2817.0,5
437,38,425,2484.0,8
438,38,597,1287.0,9
439,38,265,4018.0,9
440,38,285,1054.0,5
441,39,572,885.0,4
442,39,375,3374.0,8
443,39,486,2021.0,8
444,39,558,3183.0,8
445,39,70,2412.0,5
446,39,9,1085.0,6
447,39,41,3489.0,10
448,39,129,746.0,6
449,39,108,4469.0,6
450,39,450,1010.0,7
451,39,92,269.0,10
452,39,222,2718.0,8
453,39,308,1192.0,4
454,39,13,1719.0,10
455,40,53,37.85,33
456,40,375,39.69,55
457,40,571,1424.0,52
458,40,33,20.54,37
459,40,368,37.07,52
460,40,26,907.58,32
461,41,505,26.22,30
462,41,47,670.56,60
463,41,372,8.51,32
464,41,481,17.4,36
465,41,407,10.73,39
466,41,91,990.69,36
467,41,321,135.12,53
468,41,74,16.91,59
469,42,160,27.65,53
470,42,141,31.29,31
471,42,194,22.67,60
472,42,21,6.99,33
473,42,62,32.78,31
474,42,565,27.96,34
475,42,26,907.58,51
476,43,276,1979.0,7
477,43,347,2885.0,9
478,43,434,2551.0,10
479,43,364,2623.0,7
480,43,279,4200.0,8
481,43,464,1259.0,8
482,43,289,4338.0,4
483,43,281,287.0,5
484,43,190,4003.0,6
485,43,258,4034.0,6
486,43,231,4164.0,9
487,43,94,2252.0,3
488,43,555,3528.0,7
489,43,355,4463.0,9
490,43,173,2246.0,5
491,43,348,1214.0,6
492,44,512,2054.0,7
493,44,509,2248.0,5
494,44,483,3170.0,4
495,44,547,3523.0,8
496,44,244,4522.0,3
497,44,432,4988.0,8
498,44,29,4730.0,3
499,44,239,1092.0,5
500,44,406,2801.0,6
501,44,205,2586.0,4
502,44,192,1433.0,3
503,44,151,2260.0,10
504,44,449,3340.0,7
505,44,493,4911.0,6
506,44,419,1750.0,6
507,44,446,3913.0,8
508,45,558,3183.0,6
509,45,391,1335.0,9
510,45,480,2776.0,7
511,45,262,2393.0,7
512,45,462,3975.0,6
513,45,202,4926.0,8
514,45,393,1480.0,3
515,46,550,21.44,56
516,46,187,39.09,44
517,46,172,5.74,54
518,46,436,727.88,41
519,46,159,5.34,35
520,46,227,23.09,59
521,46,196,37.05,40
522,46,306,4.71,43
523,46,580,313.6,32
524,46,488,191.0,52
525,46,542,55.07,47
526,46,392,43.51,39
527,46,232,42.62,47
528,46,117,3.79,46
529,46,25,22.26,50
530,46,363,32.52,34
531,47,126,6.19,57
532,47,574,58.55,35
533,47,580,313.6,40
534,47,366,15.66,38
535,47,172,5.74,43
536,47,123,9.27,36
537,47,314,127.69,34
538,47,29,55.65,47
539,47,519,3.86,48
540,47,70,28.38,39
541,47,179,55.18,42
542,47,324,40.8,48
543,47,596,756.98,52
544,47,48,2.05,33
545,47,89,25.01,39
546,47,330,30.25,31
547,48,309,1388.47,56
548,48,12,1195.14,50
549,48,210,57.72,35
550,48,510,57.18,34
551,48,359,2.38,55
552,48,70,28.38,37
553,48,84,49.55,39
554,48,390,27.61,47
555,48,368,37.07,47
556,48,583,10.68,51
557,48,87,9.29,53
558,48,494,40.84,33
559,48,203,56.14,33
560,48,79,18.75,43
561,48,42,57.29,33
562,48,227,23.09,44
563,49,541,2560.0,9
564,49,134,3387.0,9
565,49,335,4601.0,4
566,49,317,4777.0,9
567,49,359,202.0,10
568,49,170,1441.0,6
569,49,318,3915.0,7
570,49,538,138.0,3
571,49,301,249.0,5
572,49,227,1963.0,8
573,49,60,3127.0,6
574,49,486,2021.0,8
575,49,69,4407.0,10
576,49,556,4496.0,5
577,49,368,3151.0,3
578,49,375,3374.0,5
579,50,426,114.6,35
580,50,413,51.24,54
581,50,79,18.75,44
582,50,571,1424.0,41
583,50,8,14.09,49
584,50,43,33.88,45
585,50,41,41.05,38
586,50,438,15.64,30
587,50,569,43.69,57
588,50,489,5.76,43
589,50,314,127.69,53
590,50,421,343.06,50
591,50,543,28.25,60
592,50,78,930.56,49
593,50,460,12.02,34
594,50,300,44.11,37
595,50,109,895.66,45
596,50,119,30.41,43
597,50,275,43.78,41
598,51,43,2880.0,9
599,51,598,1413.0,4
600,51,460,1022.0,9
601,51,548,4721.0,5
602,51,319,647.0,4
603,51,89,2126.0,8
604,51,530,2980.0,3
605,51,28,4343.0,3
606,51,391,1335.0,5
607,51,469,1101.0,8
608,51,117,322.0,5
609,51,102,2817.0,6
610,51,409,1924.0,4
611,51,446,3913.0,7
612,51,577,4973.0,8
613,51,141,2660.0,9
614,51,175,1828.0,10
615,52,287,49.31,59
616,52,469,12.95,53
617,52,483,37.29,54
618,52,71,37.28,53
619,52,493,57.78,59
620,52,491,20.21,41
621,52,444,50.84,60
622,52,251,31.8,38
623,52,439,8.96,53
624,52,424,25.35,52
625,52,16,389.28,60
626,52,550,21.44,47
627,53,516,4507.0,9
628,53,31,3587.0,5
629,53,199,236.0,3
630,53,431,1840.0,6
631,53,58,1830.0,6
632,53,398,1720.0,6
633,53,97,3735.0,10
634,53,83,3324.0,3
635,53,137,2397.0,3
636,53,266,4966.0,4
637,53,101,843.0,7
638,53,213,1996.0,7
639,53,27,362.0,5
640,53,258,4034.0,9
641,53,51,851.0,8
642,53,549,923.0,3
643,53,250,1359.0,7
644,54,407,10.73,37
645,54,236,36.04,49
646,54,243,1.54,45
647,54,439,8.96,44
648,54,222,31.98,47
649,54,153,28.73,42
650,54,543,28.25,30
651,54,57,616.47,58
652,54,352,19.34,34
653,54,572,10.41,46
654,54,472,1736.8,32
655,54,577,58.51,34
656,54,8,14.09,55
657,54,600,327.66,42
658,54,13,20.22,44
659,54,360,1252.56,42
660,54,23,36.42,48
661,54,591,58.56,39
662,55,218,1591.0,4
663,55,39,4154.0,8
664,55,466,1909.0,4
665,55,286,3848.0,3
666,55,332,2679.0,10
667,55,599,1204.0,3
668,56,572,885.0,10
669,56,300,3749.0,6
670,56,103,2367.0,10
671,56,597,1287.0,8
672,56,368,3151.0,10
673,56,352,1644.0,9
674,56,579,2182.0,9
675,56,374,263.0,6
676,56,202,4926.0,9
677,56,110,4946.0,3
678,56,62,2786.0,5
679,56,117,322.0,6
680,56,444,4321.0,8
681,56,317,4777.0,7
682,56,424,2155.0,7
683,56,275,3721.0,9
684,56,308,1192.0,9
685,57,42,4870.0,6
686,57,81,810.0,3
687,57,185,4197.0,10
688,57,562,3011.0,4
689,57,87,790.0,4
690,57,371,4754.0,4
691,57,413,4355.0,7
692,57,84,4212.0,10
693,57,13,1719.0,4
694,57,582,3570.0,6
695,57,541,2560.0,4
696,57,227,1963.0,6
697,57,70,2412.0,4
698,57,141,2660.0,7
699,57,146,4766.0,8
700,57,287,4191.0,10
701,57,418,4157.0,4
702,57,354,648.0,6
703,57,489,490.0,7
704,58,56,1439.0,7
705,58,566,302.0,6
706,58,433,4231.0,7
707,58,375,3374.0,7
708,58,275,3721.0,8
709,58,188,4138.0,8
710,59,53,3217.0,3
711,59,48,174.0,8
712,59,151,2260.0,3
713,59,565,2377.0,9
714,59,582,3570.0,9
715,59,158,466.0,3
716,59,425,2484.0,8
717,59,486,2021.0,8
718,59,407,912.0,10
719,59,179,4690.0,9
720,59,201,4745.0,10
721,59,217,3256.0,9
722,59,8,1198.0,5
723,59,324,3468.0,7
724,59,515,2126.0,7
725,60,189,1073.75,30
726,60,386,170.61,48
727,60,123,9.27,46
728,60,374,3.09,48
729,60,146,56.07,36
730,60,349,283.02,41
731,60,103,27.85,35
732,60,49,497.36,48
733,60,126,6.19,42
734,60,159,5.34,56
735,61,70,28.38,39
736,61,80,28.96,53
737,61,474,13.64,40
738,61,566,3.55,52
739,61,388,416.92,51
740,61,15,18.13,55
741,61,438,15.64,57
742,61,128,32.31,54
743,61,494,40.84,35
744,61,393,17.41,42
745,61,167,5.99,59
746,61,419,20.59,41
747,61,123,9.27,55
748,61,210,57.72,42
749,61,569,43.69,40
750,61,598,16.62,46
751,61,542,55.07,44
752,62,426,114.6,38
753,62,568,15.24,48
754,62,391,15.71,58
755,62,170,16.95,59
756,62,574,58.55,54
757,62,272,1453.52,41
758,62,395,54.11,33
759,62,360,1252.56,47
760,62,449,39.29,35
761,62,78,930.56,36
762,62,109,895.66,48
763,62,340,42.94,48
764,62,8,14.09,58
765,62,551,17.98,48
766,62,476,31.02,47
767,62,49,497.36,51
768,62,375,39.69,49
769,62,206,19.73,44
770,63,597,1287.0,5
771,63,172,488.0,8
772,63,370,1225.0,7
773,63,306,400.0,7
774,64,465,1752.0,3
775,64,502,504.0,6
776,64,200,2361.0,6
777,64,36,1447.0,4
778,64,294,882.0,7
779,64,35,1686.0,3
780,64,148,614.0,7
781,64,559,1429.0,10
782,64,139,3683.0,9
783,64,51,851.0,9
784,65,424,2155.0,4
785,65,363,2764.0,9
786,65,316,4398.0,8
787,65,176,4307.0,6
788,65,357,570.0,9
789,65,354,648.0,6
790,65,538,138.0,7
791,66,513,3697.0,6
792,66,293,3065.0,8
793,66,211,2054.0,7
794,66,102,2817.0,5
795,66,565,2377.0,9
796,66,510,4860.0,8
797,66,153,2442.0,8
798,66,474,1159.0,5
799,66,275,3721.0,5
800,66,182,484.0,6
801,66,259,4411.0,4
802,66,306,400.0,6
803,66,399,3386.0,10
804,66,13,1719.0,9
805,66,238,4971.0,3
806,67,387,4137.0,5
807,67,470,1089.0,7
808,67,429,3233.0,9
809,67,500,3317.0,9
810,67,315,4868.0,8
811,67,245,3645.0,7
812,67,270,816.0,7
813,67,320,3907.0,10
814,67,168,4949.0,7
815,67,364,2623.0,10
816,67,437,4744.0,10
817,67,120,4489.0,10
818,67,7,342.0,3
819,67,274,4455.0,4
820,68,293,3065.0,9
821,68,318,3915.0,6
822,68,535,2376.0,9
823,68,23,3096.0,3
824,68,513,3697.0,10
825,69,72,4837.0,8
826,69,326,4803.0,9
827,69,478,4714.0,10
828,69,451,1927.0,6
829,69,573,3282.0,9
830,69,85,2420.0,9
831,69,430,1069.0,5
832,69,296,3586.0,9
833,69,457,538.0,7
834,69,378,2467.0,4
835,69,498,4868.0,8
836,69,133,1154.0,7
837,69,381,2401.0,4
838,69,161,2173.0,5
839,69,348,1214.0,3
840,69,281,287.0,10
841,69,355,4463.0,8
842,69,427,4436.0,7
843,70,395,4599.0,6
844,70,311,3102.0,10
845,70,340,3650.0,4
846,70,543,2401.0,7
847,70,318,3915.0,8
848,70,81,810.0,6
849,70,377,553.0,5
850,70,519,328.0,3
851,70,432,4988.0,8
852,70,494,3471.0,5
853,70,33,1746.0,10
854,70,103,2367.0,10
855,70,566,302.0,6
856,70,324,3468.0,10
857,71,440,46.22,57
858,71,472,1736.8,33
859,71,230,531.27,48
860,71,38,1384.38,44
861,71,254,38.13,58
862,71,486,23.78,52
863,71,240,18.38,50
864,71,236,36.04,43
865,71,260,26.85,53
866,71,179,55.18,32
867,71,71,37.28,46
868,71,12,1195.14,51
869,71,515,25.01,33
870,71,396,49.09,48
871,71,438,15.64,48
872,71,185,49.38,52
873,72,359,202.0,7
874,72,249,3282.0,3
875,72,43,2880.0,5
876,73,370,14.41,30
877,73,197,53.62,46
878,73,146,56.07,31
879,73,244,53.2,54
880,73,77,827.84,36
881,73,117,3.79,44
882,73,538,1.62,37
883,73,416,52.08,32
884,73,69,51.85,55
885,73,335,54.13,34
886,73,324,40.8,46
887,73,16,389.28,49
888,73,460,12.02,57
889,73,240,18.38,30
890,73,151,26.59,41
891,73,202,57.95,40
892,74,185,4197.0,9
893,74,491,1718.0,7
894,74,505,2229.0,6
895,74,48,174.0,9
896,74,335,4601.0,7
897,74,89,2126.0,3
898,74,551,1528.0,9
899,74,15,1541.0,8
900,75,81,810.0,8
901,75,236,3063.0,10
902,75,62,2786.0,6
903,75,483,3170.0,10
904,75,433,4231.0,8
905,75,396,4173.0,5
906,75,50,2622.0,3
907,75,481,1479.0,4
908,75,524,2944.0,5
909,75,553,1015.0,10
910,75,419,1750.0,5
911,75,243,131.0,4
912,75,102,2817.0,3
913,75,370,1225.0,8
914,75,493,4911.0,3
915,75,460,1022.0,7
916,75,440,3929.0,9
917,75,70,2412.0,4
918,75,562,3011.0,5
919,76,541,2560.0,4
920,76,450,1010.0,9
921,76,345,3805.0,3
922,76,445,4023.0,10
923,76,408,2142.0,3
924,76,70,2412.0,5
925,76,50,2622.0,7
926,76,424,2155.0,10
927,76,80,2462.0,7
928,76,308,1192.0,9
929,77,352,1644.0,7
930,77,399,3386.0,9
931,77,593,2487.0,8
932,77,449,3340.0,5
933,77,335,4601.0,7
934,77,565,2377.0,7
935,77,395,4599.0,6
936,77,211,2054.0,3
937,77,556,4496.0,9
938,77,550,1822.0,4
939,77,519,328.0,4
940,77,377,553.0,10
941,77,172,488.0,6
942,77,175,1828.0,6
943,77,357,570.0,3
944,77,548,4721.0,10
945,78,547,3523.0,3
946,78,153,2442.0,10
947,78,514,2845.0,8
948,78,582,3570.0,6
949,78,566,302.0,8
950,78,187,3323.0,10
951,78,395,4599.0,10
952,78,550,1822.0,7
953,78,442,596.0,5
954,78,565,2377.0,9
955,78,176,4307.0,10
956,78,242,2769.0,7
957,78,446,3913.0,5
958,78,4,435.0,5
959,78,158,466.0,3
960,78,196,3149.0,10
961,79,446,3913.0,6
962,79,264,2345.0,7
963,79,413,4355.0,8
964,79,222,2718.0,5
965,79,170,1441.0,7
966,79,33,1746.0,7
967,79,551,1528.0,8
968,79,13,1719.0,7
969,79,255,2763.0,5
970,79,410,655.0,3
971,79,512,2054.0,9
972,79,71,3169.0,7
973,79,317,4777.0,7
974,79,374,263.0,8
975,79,54,4745.0,6
976,79,363,2764.0,7
977,79,319,647.0,4
978,79,335,4601.0,3
979,79,89,2126.0,7
980,80,165,1325.0,7
981,80,462,3975.0,3
982,80,445,4023.0,9
983,80,577,4973.0,9
984,80,538,138.0,4
985,80,15,1541.0,8
986,80,301,249.0,8
987,80,558,3183.0,3
988,80,110,4946.0,7
989,80,319,647.0,4
990,80,293,3065.0,7
991,81,255,2763.0,7
992,81,244,4522.0,5
993,81,202,4926.0,6
994,81,535,2376.0,8
995,81,570,4546.0,5
996,81,565,2377.0,8
997,81,194,1927.0,10
998,81,28,4343.0,3
999,81,165,1325.0,10
1000,81,306,400.0,7
1001,81,15,1541.0,9
1002,81,582,3570.0,6
1003,82,237,31.59,57
1004,82,243,1.54,60
1005,82,483,37.29,35
1006,82,360,1252.56,49
1007,82,301,2.93,60
1008,82,488,191.0,50
1009,82,390,27.61,57
1010,82,560,5.2,58
1011,82,21,6.99,41
1012,82,182,5.69,60
1013,82,493,57.78,30
1014,82,513,43.49,43
1015,82,49,497.36,42
1016,83,473,2674.0,10
1017,83,96,1750.0,5
1018,83,378,2467.0,3
1019,83,540,2111.0,7
1020,83,351,3111.0,3
1021,83,361,3388.0,9
1022,83,281,287.0,5
1023,83,156,2815.0,5
1024,83,518,4445.0,8
1025,83,136,110.0,9
1026,83,39,4154.0,10
1027,84,158,466.0,9
1028,84,127,4315.0,9
1029,84,82,2055.0,4
1030,84,170,1441.0,8
1031,84,147,1369.0,7
1032,84,368,3151.0,5
1033,84,582,3570.0,5
1034,84,425,2484.0,3
1035,84,512,2054.0,7
1036,84,205,2586.0,5
1037,84,300,3749.0,5
1038,84,125,4723.0,7
1039,84,486,2021.0,9
1040,84,493,4911.0,6
1041,84,375,3374.0,10
1042,84,41,3489.0,9
1043,84,508,3117.0,7
1044,84,33,1746.0,10
1045,85,75,612.39,52
1046,85,260,26.85,58
1047,85,12,1195.14,30
1048,85,23,36.42,60
1049,85,172,5.74,57
1050,85,395,54.11,38
1051,85,433,49.78,47
1052,85,375,39.69,34
1053,85,517,482.06,31
1054,85,189,1073.75,49
1055,85,273,27.65,40
1056,85,33,20.54,56
1057,85,110,58.19,53
1058,85,374,3.09,34
1059,85,325,599.07,36
1060,85,154,535.78,44
1061,85,472,1736.8,55
1062,86,575,2826.0,8
1063,86,414,2465.0,5
1064,86,502,504.0,7
1065,86,313,4362.0,4
1066,86,573,3282.0,7
1067,86,295,1051.0,8
1068,86,487,4196.0,9
1069,86,163,1813.0,5
1070,86,46,2193.0,5
1071,86,540,2111.0,4
1072,86,177,3518.0,3
1073,86,35,1686.0,6
1074,86,114,1268.0,3
1075,86,434,2551.0,8
1076,87,283,820.0,3
1077,87,238,4971.0,6
1078,87,240,1562.0,5
1079,87,222,2718.0,7
1080,87,541,2560.0,6
1081,87,578,1777.0,9
1082,87,410,655.0,7
1083,87,449,3340.0,7
1084,87,170,1441.0,9
1085,87,176,4307.0,7
1086,87,560,442.0,6
1087,87,432,4988.0,3
1088,87,179,4690.0,10
1089,87,598,1413.0,5
1090,87,316,4398.0,5
1091,87,450,1010.0,8
1092,87,4,435.0,3
1093,87,28,4343.0,6
1094,87,13,1719.0,4
1095,88,462,3975.0,7
1096,88,422,2789.0,4
1097,88,111,1402.0,3
1098,88,456,3117.0,9
