po_line_id,po_id,item_id,quantity,unit_price,line_amount
131,31,110.0,254,4946.0,1256284.0
132,32,354.0,42,716.32,30085.48
133,33,194.0,354,1927.0,682158.0
134,33,577.0,422,4973.0,2098606.0
135,33,273.0,327,2350.0,768450.0
136,33,442.0,335,596.0,199660.0
137,34,182.0,109,484.0,52756.0
138,34,25.0,208,1892.0,393536.0
139,34,53.0,248,3217.0,797816.0
140,34,30.0,201,2727.0,548127.0
141,34,392.0,493,3698.0,1823114.0
142,34,69.0,226,4407.0,995982.0
143,35,187.0,360,3816.3,1373868.45
144,35,547.0,150,4114.22,617132.69
145,36,532.0,140,1795.91,251427.98
146,37,341.0,342,4817.58,1647612.48
147,37,561.0,149,3225.79,480642.91
148,38,285.0,486,12.4,6026.4
149,38,232.0,189,42.62,8055.18
150,38,54.0,46,55.82,2567.72
151,39,529.0,114,1990.33,226897.96
152,39,138.0,357,1769.34,631654.7
153,39,342.0,134,3999.08,535876.94
154,39,351.0,48,3513.52,168648.8
155,39,132.0,463,2617.64,1211968.99
156,39,364.0,214,2967.72,635092.45
157,40,450.0,361,1189.1,429266.0
158,40,441.0,33,2706.51,89314.96
159,40,471.0,348,680.68,236878.06
160,40,273.0,439,2695.61,1183374.61
161,40,469.0,310,1307.17,405222.2
162,41,70.0,328,2412.0,791136.0
163,41,81.0,422,810.0,341820.0
164,41,582.0,360,3570.0,1285200.0
165,41,418.0,202,4157.0,839714.0
166,41,562.0,104,3011.0,313144.0
167,42,558.0,195,3183.0,620685.0
168,42,391.0,66,1335.0,88110.0
169,42,262.0,222,2393.0,531246.0
170,43,207.0,154,2275.52,350430.81
171,43,83.0,188,3874.1,728330.34
172,43,313.0,133,5045.77,671087.13
173,43,261.0,471,4421.85,2082689.24
174,43,536.0,46,3764.78,173180.07
175,43,561.0,180,3438.46,618923.01
176,44,87.0,396,10.56,4180.45
177,44,345.0,280,47.41,13275.43
178,44,456.0,187,39.2,7330.91
179,45,249.0,331,3645.78,1206751.92
180,45,359.0,343,233.06,79938.71
181,45,43.0,407,3186.36,1296849.69
182,46,203.0,368,67.05,24675.53
183,46,345.0,278,53.66,14916.43
184,46,568.0,293,16.27,4766.78
185,46,393.0,284,20.34,5777.19
186,46,524.0,427,41.29,17631.14
187,46,455.0,135,54.74,7389.65
188,46,538.0,152,1.72,260.75
189,47,408.0,406,2142.0,869652.0
190,47,541.0,327,2560.0,837120.0
191,47,80.0,266,2462.0,654892.0
192,47,70.0,342,2412.0,824904.0
193,47,50.0,380,2622.0,996360.0
194,47,445.0,132,4023.0,531036.0
195,48,202.0,312,5554.48,1732998.71
196,48,481.0,454,1585.62,719871.62
197,48,553.0,130,1102.51,143326.26
198,48,235.0,288,633.31,182392.37
199,49,181.0,278,3143.67,873940.73
200,50,205.0,354,2586.0,915444.0
201,50,194.0,203,1927.0,391181.0
202,51,293.0,402,3604.18,1448881.63
203,51,462.0,230,4616.51,1061797.04
204,51,15.0,89,1728.5,153836.4
205,51,301.0,478,289.32,138294.78
206,51,445.0,264,4491.89,1185858.88
207,51,319.0,463,756.27,350152.1
208,52,392.0,78,3989.61,311189.64
209,52,30.0,423,3225.75,1364492.5
210,52,182.0,200,579.62,115923.39
211,53,549.0,318,991.97,315445.78
212,53,431.0,131,2135.29,279723.32
213,54,153.0,131,2442.0,319902.0
214,54,493.0,336,4911.0,1650096.0
215,54,129.0,25,746.0,18650.0
216,54,243.0,156,131.0,20436.0
217,54,562.0,244,3011.0,734684.0
218,55,70.0,52,32.75,1702.9
219,55,309.0,274,1562.79,428205.48
220,55,42.0,199,61.57,12251.63
221,55,368.0,82,40.65,3332.99
222,55,203.0,78,61.76,4816.99
223,56,291.0,394,5598.34,2205745.49
224,56,391.0,132,1558.6,205734.56
225,56,597.0,297,1509.47,448312.43
226,56,165.0,471,1432.05,674497.42
227,56,175.0,415,1970.38,817708.78
228,56,293.0,382,3374.12,1288912.87
229,57,489.0,174,490.0,85260.0
230,57,239.0,237,1092.0,258804.0
231,57,165.0,425,1325.0,563125.0
232,58,56.0,281,1621.44,455623.31
233,58,188.0,409,4613.5,1886920.66
234,58,433.0,439,5023.01,2205100.6
235,58,275.0,406,4158.01,1688153.97
236,58,566.0,230,327.45,75313.38
237,59,319.0,444,647.0,287268.0
238,59,28.0,26,4343.0,112918.0
239,59,577.0,393,4973.0,1954389.0
240,59,548.0,312,4721.0,1472952.0
241,59,469.0,166,1101.0,182766.0
242,59,391.0,180,1335.0,240300.0
243,60,275.0,175,4372.35,765160.47
244,60,433.0,129,4605.17,594067.16
245,60,566.0,216,351.48,75920.06
246,60,375.0,132,3874.92,511489.92
247,60,188.0,155,4455.92,690667.11
248,60,56.0,105,1560.7,163873.28
249,61,473.0,407,2674.0,1088318.0
250,61,39.0,360,4154.0,1495440.0
251,61,361.0,248,3388.0,840224.0
252,61,156.0,38,2815.0,106970.0
253,62,381.0,203,2587.63,525289.58
254,62,498.0,445,5743.83,2556005.04
255,62,281.0,73,338.09,24680.25
256,62,430.0,422,1162.39,490526.78
257,62,457.0,266,591.09,157230.5
258,62,348.0,354,1278.4,452552.99
259,62,296.0,51,4223.17,215381.87
260,63,70.0,35,2412.0,84420.0
261,63,205.0,319,2586.0,824934.0
262,63,312.0,48,4537.0,217776.0
263,63,494.0,285,3471.0,989235.0
264,64,150.0,473,161.44,76359.09
265,64,462.0,60,54.8,3288.25
266,64,242.0,47,38.47,1807.98
267,64,205.0,78,32.22,2512.88
268,65,220.0,447,3051.7,1364108.78
269,65,289.0,174,5011.66,872028.55
270,65,498.0,330,5180.7,1709632.46
271,65,241.0,160,1754.48,280717.27
272,66,42.0,39,4870.0,189930.0
273,67,372.0,453,9.42,4265.01
274,67,273.0,27,32.63,881.06
275,67,75.0,265,661.43,175279.11
276,68,349.0,315,315.37,99342.99
277,68,103.0,59,33.25,1961.75
278,68,126.0,48,7.21,345.99
279,68,146.0,343,63.88,21910.5
280,69,577.0,391,58.51,22877.41
281,69,375.0,431,39.69,17106.39
282,69,60.0,210,36.79,7725.9
283,69,157.0,255,1707.11,435313.05
284,70,480.0,229,2927.73,670450.43
285,70,23.0,430,3714.85,1597383.68
286,70,217.0,315,3799.43,1196819.27
287,70,318.0,377,4402.73,1659827.56
288,70,543.0,223,2725.03,607681.39
289,71,300.0,160,4072.98,651677.15
290,71,265.0,413,4713.97,1946869.62
291,71,553.0,103,1210.23,124653.91
292,71,483.0,351,3724.49,1307295.61
293,71,129.0,146,794.47,115993.32
294,72,276.0,91,1979.0,180089.0
295,72,467.0,128,3167.0,405376.0
296,72,241.0,132,1614.0,213048.0
297,72,220.0,389,2633.0,1024237.0
298,73,321.0,435,135.12,58777.2
299,73,372.0,411,8.51,3497.61
300,73,47.0,99,670.56,66385.44
301,73,481.0,425,17.4,7395.0
302,73,407.0,464,10.73,4978.72
303,73,505.0,310,26.22,8128.2
304,74,70.0,286,2412.0,689832.0
305,74,312.0,270,4537.0,1224990.0
306,74,192.0,475,1433.0,680675.0
307,75,580.0,467,365.53,170701.08
308,75,570.0,311,58.46,18180.41
309,75,319.0,205,8.4,1721.3
310,75,519.0,376,4.25,1597.26
311,75,426.0,319,129.7,41372.92
312,75,578.0,233,22.36,5210.82
313,76,318.0,210,4476.99,940168.7
314,76,217.0,348,3478.97,1210681.69
315,76,530.0,179,3249.58,581675.18
316,76,543.0,234,2719.31,636318.32
317,77,364.0,482,2623.0,1264286.0
318,77,279.0,301,4200.0,1264200.0
319,77,434.0,484,2551.0,1234684.0
320,77,173.0,36,2246.0,80856.0
321,77,348.0,204,1214.0,247656.0
322,77,289.0,429,4338.0,1861002.0
323,77,258.0,422,4034.0,1702348.0
324,77,347.0,422,2885.0,1217470.0
325,78,196.0,37,3149.0,116513.0
326,79,187.0,363,39.09,14189.67
327,79,392.0,244,43.51,10616.44
328,79,25.0,49,22.26,1090.74
329,80,550.0,149,2173.25,323813.67
330,80,481.0,409,1587.25,649187.16
331,80,175.0,426,2067.75,880859.44
332,80,409.0,243,2045.0,496933.87
333,80,317.0,30,5345.25,160357.58
334,80,210.0,97,5317.08,515756.93
335,80,255.0,26,3226.22,83881.59
336,81,272.0,73,1690.74,123423.78
337,81,591.0,210,65.17,13685.42
338,81,119.0,203,35.65,7237.77
339,81,16.0,348,467.08,162543.54
340,81,446.0,350,49.91,17467.28
341,81,91.0,482,1070.36,515914.9
342,81,368.0,415,43.04,17863.53
343,82,513.0,17,49.72,845.16
344,82,560.0,493,6.2,3057.06
345,82,21.0,377,8.01,3020.98
346,82,237.0,110,33.89,3727.46
347,82,390.0,118,30.75,3629.0
348,82,243.0,263,1.69,443.43
349,82,360.0,332,1367.51,454013.54
350,82,488.0,64,215.68,13803.8
351,83,315.0,459,5289.78,2428009.94
352,83,120.0,179,5217.73,933972.98
353,83,387.0,295,4711.43,1389871.04
354,83,429.0,111,3511.89,389819.78
355,83,437.0,153,5272.41,806679.43
356,83,7.0,278,404.8,112533.08
357,83,364.0,226,2913.27,658399.5
358,83,245.0,394,4067.17,1602466.78
359,83,270.0,454,951.56,432008.54
360,84,499.0,384,4784.0,1837056.0
361,84,194.0,447,1927.0,861369.0
362,84,244.0,132,4522.0,596904.0
363,84,591.0,86,4978.0,428108.0
364,85,192.0,65,18.79,1221.53
365,85,525.0,39,1617.67,63088.97
366,85,57.0,83,649.69,53924.13
367,85,38.0,324,1562.95,506396.77
368,86,259.0,406,5160.69,2095239.44
369,86,565.0,136,2625.12,357016.37
370,87,535.0,335,2376.0,795960.0
371,87,165.0,363,1325.0,480975.0
372,87,255.0,124,2763.0,342612.0
373,87,15.0,168,1541.0,258888.0
374,87,28.0,416,4343.0,1806688.0
375,87,570.0,54,4546.0,245484.0
376,88,286.0,112,4474.22,501112.78
377,88,500.0,153,3838.61,587306.97
378,88,106.0,418,3788.41,1583556.36
379,88,35.0,368,1990.67,732565.38
380,88,344.0,278,1035.54,287881.19
381,88,549.0,203,1037.91,210695.32
382,89,324.0,154,3924.71,604405.77
383,89,441.0,263,2588.18,680690.55
384,89,62.0,481,3067.66,1475545.62
385,89,541.0,262,2690.78,704985.36
386,90,308.0,285,1324.09,377364.29
387,90,597.0,346,1520.76,526183.97
388,91,251.0,427,2838.86,1212192.23
389,91,239.0,24,1152.94,27670.5
390,91,108.0,340,4783.15,1626271.67
391,91,359.0,53,235.9,12502.73
392,91,235.0,463,722.1,334332.09
393,92,382.0,255,647.26,165051.45
394,92,181.0,338,3073.94,1038993.19
395,93,123.0,75,886.51,66488.54
396,93,117.0,417,367.72,153341.18
397,93,147.0,274,1492.59,408968.7
398,94,29.0,361,63.89,23066.01
399,94,172.0,216,6.38,1377.18
400,94,366.0,426,18.77,7997.36
401,95,366.0,87,1440.38,125312.65
402,95,123.0,408,828.22,337914.35
403,95,102.0,467,2974.0,1388859.44
404,95,308.0,158,1327.17,209693.51
405,95,147.0,141,1467.88,206971.66
406,95,444.0,53,4724.06,250375.25
407,95,285.0,280,1153.38,322947.32
408,96,462.0,71,49.87,3540.64
409,96,230.0,194,619.25,120134.16
410,96,255.0,398,38.67,15390.57
411,96,157.0,152,1946.3,295838.11
412,96,10.0,194,1445.35,280398.42
413,97,103.0,468,27.85,13033.8
414,97,205.0,209,30.42,6357.78
415,97,571.0,476,1424.0,677824.0
416,97,335.0,199,54.13,10771.87
417,97,324.0,430,40.8,17544.0
418,98,251.0,282,3045.63,858868.59
419,98,359.0,45,240.33,10814.78
420,99,519.0,231,379.23,87601.74
421,99,582.0,472,4065.83,1919069.88
422,99,217.0,383,3793.23,1452806.34
423,99,551.0,229,1691.97,387461.43
424,100,49.0,87,497.36,43270.32
425,100,238.0,404,58.48,23625.92
426,100,421.0,404,343.06,138596.24
427,100,370.0,230,14.41,3314.3
428,100,48.0,412,2.05,844.6
429,101,183.0,39,2818.53,109922.52
430,101,348.0,351,1377.74,483586.45
431,101,475.0,113,546.88,61797.68
432,101,258.0,17,4672.16,79426.8
433,102,240.0,229,1656.13,379253.87
434,102,432.0,133,5747.84,764462.13
435,102,179.0,360,5521.17,1987622.66
436,102,578.0,366,1956.37,716031.39
437,102,4.0,219,519.29,113723.86
438,102,176.0,134,4570.03,612383.35
439,103,550.0,371,2058.78,763808.35
440,103,474.0,318,1243.11,395307.78
441,103,251.0,319,3093.5,986827.62
442,103,393.0,421,1582.03,666032.56
443,103,141.0,222,3054.87,678180.74
444,103,194.0,457,2041.13,932798.13
445,104,91.0,103,1186.39,122198.52
446,104,80.0,437,34.26,14971.59
447,104,11.0,348,1700.35,591721.25
448,104,550.0,190,25.3,4806.14
449,104,160.0,212,32.03,6789.48
450,104,570.0,317,57.98,18380.07
451,104,54.0,289,61.68,17824.18
452,105,80.0,438,31.56,13821.94
453,105,474.0,152,14.88,2261.03
454,106,483.0,455,43.64,19858.13
455,106,469.0,13,13.95,181.34
456,106,424.0,383,27.72,10617.35
457,107,147.0,58,1608.76,93308.18
458,107,103.0,37,2540.05,93981.84
459,107,290.0,498,1547.16,770486.91
460,107,330.0,149,2832.7,422072.35
461,107,455.0,141,4280.76,603587.23
462,107,242.0,232,3094.0,717807.03
463,108,554.0,460,669.31,307883.12
464,108,501.0,458,983.13,450272.23
465,108,540.0,106,2236.38,237056.57
466,108,72.0,370,5693.43,2106570.8
467,109,264.0,218,2345.0,511210.0
468,109,556.0,238,4496.0,1070048.0
469,109,433.0,250,4231.0,1057750.0
470,109,23.0,319,3096.0,987624.0
471,110,232.0,207,45.71,9461.85
472,111,242.0,266,2769.0,736554.0
473,111,165.0,430,1325.0,569750.0
474,111,391.0,407,1335.0,543345.0
475,112,505.0,207,2229.0,461403.0
476,113,375.0,420,3757.56,1578175.89
477,113,368.0,214,3500.58,749124.08
478,113,486.0,280,2308.66,646424.96
479,113,69.0,394,5278.85,2079867.1
480,113,318.0,92,4212.99,387594.84
481,114,264.0,296,2604.25,770859.31
482,114,308.0,352,1340.29,471783.61
483,115,179.0,64,62.98,4030.71
484,115,366.0,276,17.84,4923.02
485,115,574.0,260,68.09,17702.73
486,115,89.0,151,27.31,4123.63
487,115,70.0,65,30.54,1985.24
488,116,424.0,330,2277.43,751551.24
489,116,541.0,377,2728.6,1028682.73
490,116,165.0,442,1525.31,674187.92
491,117,488.0,307,222.73,68378.29
492,117,493.0,174,64.92,11295.75
493,117,513.0,122,49.18,5999.55
494,117,237.0,336,33.58,11283.34
495,117,483.0,276,39.67,10949.38
496,117,21.0,485,8.08,3920.69
497,117,390.0,284,32.56,9246.94
498,117,560.0,254,5.97,1516.3
499,118,300.0,280,4210.35,1178897.11
500,118,23.0,123,3567.01,438742.38
501,118,285.0,452,1221.27,552016.29
502,118,129.0,127,816.67,103717.48
503,118,553.0,42,1156.95,48591.84
504,119,462.0,291,49.21,14319.17
505,119,150.0,144,167.27,24087.23
506,119,400.0,113,9.43,1065.24
507,119,300.0,177,47.51,8409.28
508,119,335.0,210,64.01,13442.49
509,119,538.0,108,1.78,192.51
510,119,205.0,217,33.07,7176.03
511,119,196.0,442,41.69,18426.88
512,120,558.0,386,3803.65,1468208.03
513,120,41.0,217,4014.14,871068.83
514,120,92.0,339,322.34,109272.19
515,120,222.0,22,3200.27,70405.98
516,120,70.0,178,2719.35,484044.87
517,120,308.0,444,1344.46,596938.55
518,120,13.0,267,2049.51,547219.92
519,121,571.0,252,1594.15,401724.85
520,121,26.0,167,1009.24,168542.86
521,121,375.0,261,45.18,11792.0
522,121,53.0,423,44.92,19002.08
523,122,80.0,96,2462.0,236352.0
524,122,408.0,459,2142.0,983178.0
525,122,308.0,42,1192.0,50064.0
526,122,450.0,125,1010.0,126250.0
527,122,424.0,215,2155.0,463325.0
528,122,345.0,384,3805.0,1461120.0
529,123,429.0,373,3776.37,1408584.17
530,123,274.0,29,5215.89,151260.9
531,123,315.0,99,5507.87,545279.42
532,123,320.0,482,4327.9,2086049.94
533,124,185.0,298,49.38,14715.24
534,124,151.0,126,26.59,3350.34
535,124,244.0,119,53.2,6330.8
536,125,509.0,132,2661.68,351341.9
537,125,512.0,128,2462.47,315195.86
538,125,406.0,36,3093.82,111377.65
539,126,562.0,105,3383.53,355270.29
540,126,359.0,202,222.57,44959.26
541,126,301.0,466,274.39,127866.37
542,126,304.0,43,1253.23,53889.01
543,126,196.0,27,3386.35,91431.53
544,127,128.0,419,32.31,13537.89
545,128,318.0,109,4143.99,451694.55
546,128,550.0,70,2116.43,148150.26
547,128,123.0,260,832.68,216496.88
548,128,572.0,190,1007.7,191463.3
549,128,476.0,335,2781.31,931739.37
550,129,30.0,256,2727.0,698112.0
551,129,243.0,219,131.0,28689.0
552,129,582.0,120,3570.0,428400.0
553,129,210.0,89,4906.0,436634.0
554,130,285.0,437,13.56,5926.2
555,131,110.0,228,5334.38,1216239.37
556,131,103.0,197,2551.37,502620.3
557,131,240.0,133,1751.74,232981.85
558,131,147.0,478,1443.75,690112.15
559,132,231.0,263,4164.0,1095132.0
560,132,55.0,162,988.0,160056.0
561,132,274.0,353,4455.0,1572615.0
562,132,529.0,235,1681.0,395035.0
563,132,248.0,492,4971.0,2445732.0
564,132,27.0,111,362.0,40182.0
565,132,72.0,205,4837.0,991585.0
566,133,125.0,271,4723.0,1279933.0
567,133,512.0,316,2054.0,649064.0
568,133,582.0,154,3570.0,549780.0
569,133,508.0,196,3117.0,610932.0
570,134,170.0,283,19.7,5575.17
571,134,244.0,107,60.3,6452.04
572,134,346.0,83,1062.32,88172.97
573,134,515.0,297,28.4,8435.69
574,134,359.0,244,2.6,634.73
575,135,588.0,305,324.87,99085.48
576,135,359.0,243,218.9,53193.06
577,135,304.0,80,1354.9,108392.37
578,135,196.0,61,3757.52,229208.63
579,135,60.0,371,3437.31,1275241.66
580,135,301.0,368,285.73,105147.6
581,136,56.0,260,16.93,4401.8
582,137,340.0,277,3650.0,1011050.0
583,137,432.0,22,4988.0,109736.0
584,137,519.0,153,328.0,50184.0
585,137,377.0,89,553.0,49217.0
586,138,141.0,388,2930.18,1136909.53
587,138,80.0,287,2786.51,799727.39
588,138,374.0,25,283.44,7085.93
589,138,217.0,45,3757.22,169075.02
590,138,102.0,16,3280.06,52481.01
591,139,26.0,276,953.84,263260.29
592,139,368.0,232,41.29,9579.91
593,139,33.0,494,22.47,11098.8
594,139,571.0,277,1670.03,462598.76
595,139,375.0,453,44.01,19938.78
596,140,210.0,305,5246.84,1600286.21
597,140,25.0,60,2269.55,136173.25
598,140,192.0,117,1674.66,195935.49
599,140,441.0,357,2827.17,1009300.83
600,140,211.0,230,2185.98,502774.75
601,140,108.0,296,4945.09,1463745.42
602,140,30.0,39,2964.59,115619.04
603,141,287.0,12,4851.52,58218.24
604,141,141.0,470,2917.91,1371415.71
605,141,550.0,380,1914.17,727386.45
606,141,194.0,205,2227.49,456634.72
607,141,474.0,218,1230.26,268195.69
608,142,55.0,431,1061.98,457713.92
609,142,44.0,274,225.84,61879.83
610,142,475.0,363,573.13,208047.93
611,142,61.0,413,2740.55,1131845.59
612,143,540.0,179,2424.51,433987.16
613,143,39.0,253,4572.71,1156895.0
614,143,361.0,491,3959.33,1944031.2
615,143,518.0,51,5309.29,270773.83
616,143,351.0,228,3646.19,831331.04
617,143,281.0,253,326.15,82515.22
618,144,49.0,344,497.36,171091.84
619,144,109.0,321,895.66,287506.86
620,144,170.0,448,16.95,7593.6
621,145,236.0,17,3397.72,57761.16
622,146,577.0,198,5857.98,1159880.26
623,146,439.0,417,904.07,376995.17
624,146,291.0,225,5442.38,1224535.55
625,146,42.0,396,5580.19,2209753.37
626,146,79.0,10,1835.28,18352.81
627,146,170.0,37,1663.18,61537.57
628,147,308.0,235,1292.69,303781.4
629,147,572.0,273,1055.97,288279.53
630,147,317.0,355,5249.94,1863729.59
631,147,110.0,172,5357.13,921427.2
632,148,103.0,261,2609.34,681038.56
633,148,117.0,49,342.91,16802.5
634,148,300.0,28,4017.2,112481.59
635,148,579.0,280,2365.78,662417.64
636,149,453.0,36,4232.0,152352.0
637,149,233.0,115,3836.0,441140.0
638,149,532.0,417,1538.0,641346.0
639,149,545.0,143,853.0,121979.0
640,149,114.0,197,1268.0,249796.0
641,150,530.0,15,39.07,586.11
642,150,407.0,472,12.8,6040.11
643,151,318.0,190,4308.57,818627.77
644,152,474.0,382,1159.0,442738.0
645,152,182.0,366,484.0,177144.0
646,152,565.0,259,2377.0,615643.0
647,152,510.0,284,4860.0,1380240.0
648,152,399.0,196,3386.0,663656.0
649,152,238.0,242,4971.0,1202982.0
650,153,113.0,280,917.37,256862.4
651,153,196.0,197,44.38,8741.92
652,153,519.0,321,4.48,1438.92
653,153,23.0,468,38.27,17912.26
654,154,406.0,73,2801.0,204473.0
655,154,560.0,39,442.0,17238.0
656,154,556.0,92,4496.0,413632.0
657,154,548.0,452,4721.0,2133892.0
658,154,176.0,261,4307.0,1124127.0
659,155,210.0,153,66.62,10193.09
660,155,450.0,436,13.97,6090.74
661,155,330.0,496,34.98,17352.3
662,155,103.0,182,29.51,5370.76
663,155,165.0,95,18.41,1749.13
664,156,84.0,73,4530.82,330749.66
665,156,513.0,285,4278.9,1219485.5
666,156,237.0,297,3088.93,917413.13
667,156,249.0,379,3794.34,1438055.37
668,157,324.0,185,3676.27,680109.16
669,157,399.0,428,4010.42,1716457.95
670,157,41.0,366,4042.76,1479650.77
671,157,433.0,495,4683.89,2318523.32
672,158,42.0,256,5538.03,1417734.4
673,158,134.0,131,3650.91,478269.72
674,158,264.0,435,2668.22,1160676.06
675,158,551.0,498,1663.1,828222.25
676,158,259.0,147,4956.43,728594.67
677,158,471.0,269,644.96,173494.32
678,158,444.0,188,4623.49,869216.88
679,158,232.0,141,4295.29,605636.43
680,158,424.0,89,2541.84,226224.12
681,159,491.0,410,23.09,9466.64
682,159,300.0,374,47.74,17854.43
683,159,440.0,41,50.76,2081.09
684,159,493.0,387,66.98,25920.12
685,159,170.0,307,19.44,5969.45
686,159,525.0,36,1582.8,56980.96
687,159,62.0,187,35.36,6612.98
688,160,102.0,318,2817.0,895806.0
689,160,80.0,144,2462.0,354528.0
690,160,352.0,283,1644.0,465252.0
691,160,530.0,232,2980.0,691360.0
692,160,574.0,178,4977.0,885906.0
693,160,179.0,72,4690.0,337680.0
694,161,574.0,320,5424.33,1735784.71
695,161,578.0,106,2041.43,216391.94
696,161,84.0,170,4754.82,808319.22
697,161,54.0,488,5206.39,2540716.7
698,161,187.0,95,3820.51,362948.15
699,161,159.0,51,488.14,24895.3
700,161,201.0,246,5183.46,1275130.46
701,161,217.0,79,3461.02,273420.41
702,162,578.0,44,22.61,995.03
703,162,598.0,164,19.33,3169.85
704,162,56.0,497,19.95,9915.97
